6239 = number of voxels
82 = number of ROIs
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...0] (if zero then not included in any ROI)
55,-10,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
55,0,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
60,-35,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
60,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,64
60,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,64
-55,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,61
-50,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-50,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-50,-40,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-50,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,61
-50,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-50,-25,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,57
-50,-20,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-50,-15,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-45,-55,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-45,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-45,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-45,-40,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-45,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-45,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-45,-20,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-45,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-45,-5,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-45,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-45,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-45,10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-40,-60,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,61
-40,-55,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-40,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-40,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-40,-40,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-40,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,57
-40,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-40,-25,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-40,-20,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-40,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-40,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-40,-5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-40,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-40,10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-40,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,7
-35,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-35,-60,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-35,-55,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-35,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-35,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-35,-40,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,61
-35,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-35,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-35,-25,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-35,-20,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-35,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-35,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-35,-5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-35,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-35,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-35,10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-35,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,7
-35,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,7
-30,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-60,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-55,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,61
-30,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,61
-30,-40,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,57
-30,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-30,-30,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-30,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-30,-5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-30,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-30,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-30,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,7
-30,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,7
-25,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-25,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,59
-25,-50,55,Parietal Lobe,Sub-Gyral,Brodmann area 7,61
-25,-45,55,Parietal Lobe,Sub-Gyral,Brodmann area 40,57
-25,-40,55,Parietal Lobe,Sub-Gyral,Brodmann area 40,57
-25,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-25,-30,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-25,-20,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-25,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-25,-10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-25,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,3
-25,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,7
-25,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,7
-20,-75,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,59
-20,-55,55,Parietal Lobe,Sub-Gyral,Brodmann area 7,59
-20,-50,55,Parietal Lobe,Sub-Gyral,Brodmann area 7,59
-20,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,57
-20,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-20,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-20,-25,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-20,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,3
-20,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,3
-20,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,3
-20,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,3
-15,-75,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-15,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-15,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,59
-15,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,59
-15,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,67
-15,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,67
-15,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,67
-15,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,33
-15,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,33
-15,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-15,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-15,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,3
-15,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,3
-15,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,3
-15,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,3
-10,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,67
-10,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,67
-10,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,67
-10,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,67
-10,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,67
-10,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,67
-10,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,33
-10,-30,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
-10,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
-10,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-10,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-10,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-10,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-5,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,67
-5,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,67
-5,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,33
-5,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,69
-5,-30,55,Frontal Lobe,Paracentral Lobule,Brodmann area 6,69
-5,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
-5,-20,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
-5,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,-5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,0,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,5,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-5,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-5,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,19
-5,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,19
-5,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,23
-5,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,23
0,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,67
0,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,33
0,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,69
0,-30,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,69
0,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
0,-20,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
0,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
0,-5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
0,5,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
0,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
0,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,19
0,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,19
0,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,23
5,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,68
5,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
5,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
5,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,70
5,-30,55,Frontal Lobe,Paracentral Lobule,Brodmann area 6,70
5,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-20,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,0,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,5,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,20
5,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,20
5,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,20
5,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,24
5,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,24
5,40,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,24
10,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,68
10,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,68
10,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,68
10,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,68
10,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,68
10,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
10,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
10,-30,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,70
10,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
10,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
10,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
10,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
15,-75,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
15,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
15,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,60
15,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,60
15,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,60
15,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,60
15,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,60
15,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,70
15,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,70
15,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
15,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
15,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
15,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
15,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
15,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
20,-75,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,60
20,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,60
20,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,60
20,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,58
20,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
20,-30,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
20,-25,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,20
20,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
20,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
20,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
20,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
25,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
25,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,60
25,-50,55,Parietal Lobe,Sub-Gyral,Brodmann area 7,62
25,-45,55,Parietal Lobe,Sub-Gyral,Brodmann area 40,58
25,-40,55,Parietal Lobe,Sub-Gyral,Brodmann area 40,58
25,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
25,-30,55,Parietal Lobe,Precentral Gyrus,Brodmann area 4,58
25,-25,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
25,-20,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
25,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
25,-10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,2
25,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
25,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,8
25,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
25,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
30,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
30,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
30,-60,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
30,-55,55,Parietal Lobe,Sub-Gyral,Brodmann area 7,62
30,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,62
30,-40,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,58
30,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
30,-30,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
30,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
30,-5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,2
30,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
30,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
30,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,8
30,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,8
35,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
35,-60,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
35,-55,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,60
35,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
35,-40,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,62
35,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
35,-30,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
35,-25,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
35,-20,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
35,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
35,-5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,2
35,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
35,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
35,10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
35,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,8
35,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,8
40,-60,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,66
40,-55,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,60
40,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
40,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
40,-40,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
40,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,58
40,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
40,-25,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
40,-20,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
40,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
40,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
40,-5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
40,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
40,10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
40,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,8
40,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,8
45,-60,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,66
45,-55,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
45,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
45,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
45,-40,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
45,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,62
45,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,58
45,-25,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
45,-20,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
45,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
45,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
45,-5,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,8
45,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
45,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
45,10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
50,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
50,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
50,-40,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,62
50,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,62
50,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,58
50,-25,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,58
50,-20,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
50,-15,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
50,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
50,-5,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,8
55,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,62
55,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,62
55,-25,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,58
55,-20,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,58
-50,-35,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,57
-50,-30,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-50,-25,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,57
-50,-20,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-45,-40,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,57
-45,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-45,-30,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,57
-45,-25,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-45,-20,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-45,-15,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-45,-10,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-40,-55,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-40,-50,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,61
-40,-45,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,59
-40,-40,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-40,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,57
-40,-30,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-40,-25,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,1
-40,-20,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-40,-15,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-40,-10,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-40,-5,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-40,0,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-40,5,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-35,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-35,-55,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,59
-35,-50,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,59
-35,-45,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,59
-35,-40,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,57
-35,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-35,-30,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-35,-25,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-35,-10,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-35,-5,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-35,10,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-30,-65,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-55,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-50,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-45,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,59
-30,-40,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,57
-30,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-30,-30,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-30,-15,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-30,-10,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
